STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,PATENT_AUTHORITIES,Patent authorities,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,DATE_TYPE,Reference date type,REF_AREA,Reference area,PARTNER_AREA,Counterpart area,AGENT_ROLE,Agent role,COOPERATION_TYPE,Cooperation type,WIPO,World Intellectual Property Organization domains,OECD_TECHNOLOGY_PATENT,Selected OECD technology domains,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,DECIMALS,Decimals,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,BIH,Bosnia and Herzegovina,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,SLV,El Salvador,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,ZWE,Zimbabwe,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,KEN,Kenya,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,CUB,Cuba,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,PRI,Puerto Rico,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,LTU,Lithuania,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,JOR,Jordan,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,SVN,Slovenia,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,PRK,Democratic People’s Republic of Korea,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,ISL,Iceland,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,ARG,Argentina,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,GEO,Georgia,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,IRN,Iran,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,MKD,North Macedonia,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,BGR,Bulgaria,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,URY,Uruguay,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,KAZ,Kazakhstan,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,CRI,Costa Rica,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,CHL,Chile,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,SYC,Seychelles,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,ZAF,South Africa,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,BLR,Belarus,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,MDA,Moldova,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,SVK,Slovak Republic,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,PER,Peru,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,LKA,Sri Lanka,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,PHL,Philippines,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,MCO,Monaco,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,LVA,Latvia,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,JAM,Jamaica,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,MLT,Malta,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,MAR,Morocco,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,AND,Andorra,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,UZB,Uzbekistan,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,NGA,Nigeria,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,BMU,Bermuda,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,TUN,Tunisia,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,IDN,Indonesia,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,CYP,Cyprus,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,DZA,Algeria,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,EGY,Egypt,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,PAK,Pakistan,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,TTO,Trinidad and Tobago,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,EST,Estonia,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,NZL,New Zealand,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2014,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,TTO,Trinidad and Tobago,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2015,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,PAK,Pakistan,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2015,,0,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),Patents in OECD selected technologies,I,6F0,European Patent Office,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,EGY,Egypt,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,_Z,Not applicable,AI,Technologies related to artificial intelligence,2015,,0,,A,Normal value,1,One,0,Units
